Image_ID,class,confidence,ymin,xmin,ymax,xmax
id_i7nitsscaw.jpg,WBC,1.0,293,649,359,708
id_vukb9kjcto.jpg,WBC,1.0,520,1466,603,1547
id_imaqmpfpit.jpg,Trophozoite,1.0,1667,2810,1804,2941
id_k50besa0sa.jpg,Trophozoite,1.0,2257,2701,2330,2781
id_ysettfa7qa.jpg,NEG,1.0,0,0,0,0
id_wy8p0eu51i.jpg,Trophozoite,1.0,433,709,461,735
id_o0s626fwo8.jpg,WBC,1.0,605,950,683,1024
id_0vaw9rsiro.jpg,Trophozoite,1.0,1839,3364,1913,3427
id_jtsa3ltfpf.jpg,Trophozoite,1.0,838,726,883,768
id_jgst3boko3.jpg,WBC,1.0,856,407,1052,624
id_k4ly4467l9.jpg,Trophozoite,1.0,391,965,424,994
id_zdg96srigj.jpg,Trophozoite,1.0,672,1432,708,1474
id_v2jm47dges.jpg,WBC,1.0,543,991,596,1048
id_gyoporclq9.jpg,WBC,1.0,772,1320,851,1407
id_906gshebg5.jpg,WBC,1.0,437,1405,498,1454
id_sqou1jbe9f.jpg,Trophozoite,1.0,579,1248,613,1276
id_ndhdv3wuvg.jpg,Trophozoite,1.0,726,410,762,442
id_4cotsn0obm.jpg,Trophozoite,1.0,562,1054,592,1084
id_by6e6shi2z.jpg,Trophozoite,1.0,844,465,882,507
id_ctkvvkc84k.jpg,WBC,1.0,899,936,973,987
id_qa70t0m4yc.jpg,WBC,1.0,1036,3218,1200,3408
id_oc5se3b1wo.jpg,Trophozoite,1.0,1078,1152,1210,1247
id_r4f1nwo0bw.jpg,Trophozoite,1.0,802,745,827,777
id_tn6qz4ng17.jpg,WBC,1.0,306,545,380,611
id_fe3rxq4495.jpg,Trophozoite,1.0,634,991,670,1025
id_dvhekvgy6v.jpg,Trophozoite,1.0,1252,1464,1384,1549
id_fe3rxq4495.jpg,Trophozoite,1.0,456,781,500,811
id_pb2ggni8kd.jpg,Trophozoite,1.0,106,562,137,595
id_6frlu462zt.jpg,Trophozoite,1.0,180,2278,270,2373
id_a36aomg01d.jpg,WBC,1.0,569,303,630,365
id_zbnnf2a6el.jpg,Trophozoite,1.0,220,803,248,831
id_kyre63f2tm.jpg,WBC,1.0,2352,2568,2616,2753
id_wtp7vfwf0j.jpg,WBC,1.0,218,1379,288,1443
id_fe3rxq4495.jpg,Trophozoite,1.0,628,859,658,893
id_m2sb3vo43l.jpg,WBC,1.0,550,1073,616,1132
id_8o4csfm34x.jpg,Trophozoite,1.0,1766,2985,1875,3094
id_lbilkqpgms.jpg,WBC,1.0,170,808,217,852
id_by6e6shi2z.jpg,WBC,1.0,611,702,670,766
id_uhss5k1wwd.jpg,WBC,1.0,2056,3541,2225,3721
id_du9knnffo5.jpg,WBC,1.0,1200,3017,1359,3160
id_fe3rxq4495.jpg,Trophozoite,1.0,229,397,255,429
id_zg9jc73sf7.jpg,WBC,1.0,350,492,418,558
id_c36hkm2atp.jpg,Trophozoite,1.0,359,938,399,970
id_e20xnaq5qn.jpg,Trophozoite,1.0,847,1309,883,1337
id_fe3rxq4495.jpg,WBC,1.0,700,409,757,468
id_0vaw9rsiro.jpg,WBC,1.0,809,1617,1031,1791
id_7fc9zyfy0e.jpg,Trophozoite,1.0,749,2602,886,2717
id_gmjzttp90b.jpg,Trophozoite,1.0,284,2558,371,2678
id_u1t3vfc35i.jpg,Trophozoite,1.0,2246,1670,2352,1765
id_t4mlal96zd.jpg,NEG,1.0,0,0,0,0
id_60wk14naw1.jpg,Trophozoite,1.0,1110,1766,1241,1919
id_jgst3boko3.jpg,Trophozoite,1.0,1564,1453,1664,1543
id_60wk14naw1.jpg,Trophozoite,1.0,1317,2799,1443,2903
id_sqou1jbe9f.jpg,Trophozoite,1.0,227,634,259,664
id_pvh4gi6u22.jpg,WBC,1.0,861,1057,937,1121
id_55n7okb0sj.jpg,Trophozoite,1.0,259,1188,291,1216
id_rdosm01ejg.jpg,Trophozoite,1.0,501,1250,524,1276
id_w8xnbd5rvm.jpg,Trophozoite,1.0,904,2278,1020,2394
id_6sz7oo8vwz.jpg,WBC,1.0,878,1583,939,1645
id_087dra2apu.jpg,Trophozoite,1.0,442,1383,544,1454
